Area,Banda,Edad,Numero de Hijos,Antigüedad Predicha,flag,username,timestamp
VS7,SL1,34,2,4092,,,2023-12-03 12:53:07.148627
DO,21,1,0,,,2023-12-03 12:54:51.831379
